system,year,quarter,region,SEX,age_group,OCCUPATION,labor_force_sta,value,unit,source
ในระบบ,2561,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,7.23,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,3.82,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.45,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,2.37,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,5.37,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,0.89,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,4.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,6.68,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,5.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,7.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.47,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,6.43,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,5.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.49,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,4.17,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,8.96,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,3.26,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,5.7,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,11.3,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.29,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,9.01,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,ลูกจ้างเอกชน,รวม,6.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคใต้,ชาย,30-34 ปี,การรวมกลุ่ม,หางานทำ,1.27,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคใต้,หญิง,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,4.87,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,9.95,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,4.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,5.93,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,ลูกจ้างเอกชน,รวม,17.2,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคใต้,หญิง,30-34 ปี,การรวมกลุ่ม,หางานทำ,3.34,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคใต้,ชาย,30-34 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,13.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคใต้,ชาย,30-34 ปี,ประกอบธุรกิจส่วนตัว,รวม,16.89,พันคน,สำนักงานสถิติแห่งชาติ
